Time, HF1, HF2, TC1
06/28/16_11:13:14, 0.000000, 0.000000, 24.682308
06/28/16_11:13:15, 0.000000, 0.000000, 24.682308
06/28/16_11:13:17, 0.000000, 0.000000, 23.704792
06/28/16_11:13:18, 0.000000, 0.000000, 24.682308
06/28/16_11:13:20, 0.000000, 0.000000, 23.704792
06/28/16_11:13:22, 0.000000, 0.000000, 24.682308
06/28/16_11:13:24, 0.000000, 0.000000, 23.704792
06/28/16_11:13:25, 0.000000, 0.000000, 21.749759
06/28/16_11:13:27, 0.000000, 0.000000, 21.749759
06/28/16_11:13:28, 0.000000, 0.000000, 21.749759
06/28/16_11:13:30, 0.000000, 0.000000, 21.749759
06/28/16_11:13:31, 0.000000, 0.000000, 20.772243
06/28/16_11:13:33, 0.000000, 0.000000, 23.704792
06/28/16_11:13:34, 0.000000, 0.000000, 20.772243
06/28/16_11:13:36, 0.000000, 0.000000, 19.794727
06/28/16_11:13:37, 0.000000, 0.000000, 19.794727
06/28/16_11:13:39, 0.000000, 0.000000, 18.817211
06/28/16_11:13:41, 0.000000, 0.000000, 18.817211
06/28/16_11:13:42, 0.000000, 0.000000, 18.817211
06/28/16_11:13:44, 0.000000, 0.000000, 18.817211
06/28/16_11:13:45, 0.000000, 0.000000, 18.817211
06/28/16_11:13:47, 0.000000, 0.000000, 19.794727
06/28/16_11:13:48, 0.000000, 0.000000, 21.749759
06/28/16_11:13:50, 0.000000, 0.000000, 14.907146
06/28/16_11:13:52, 0.000000, 0.000000, 14.907146
06/28/16_11:13:53, 0.000000, 0.000000, 13.929630
06/28/16_11:13:55, 0.000000, 0.000000, 16.862178
06/28/16_11:13:56, 0.000000, 0.000000, 21.749759
06/28/16_11:13:58, 0.000000, 0.000000, 22.727275
06/28/16_11:14:00, 0.000000, 0.000000, 23.704792
06/28/16_11:14:01, 0.000000, 0.000000, 25.659824
06/28/16_11:14:03, 0.000000, 0.000000, 24.682308
06/28/16_11:14:04, 0.000000, 0.000000, 24.682308
06/28/16_11:14:06, 0.000000, 0.000000, 24.682308
06/28/16_11:14:07, -0.000188, 0.000000, 24.682308
06/28/16_11:14:09, 0.000000, 0.000000, 24.682308
06/28/16_11:14:10, 0.000000, -0.000188, 24.682308
06/28/16_11:14:12, 0.000000, 0.000000, 24.682308
06/28/16_11:14:14, 0.000000, 0.000000, 24.682308
06/28/16_11:14:15, 0.000000, 0.000000, 24.682308
06/28/16_11:14:17, 0.000000, 0.000000, 23.704792
06/28/16_11:14:19, 0.000000, 0.000000, 24.682308
06/28/16_11:14:20, 0.000000, 0.000000, 23.704792
06/28/16_11:14:22, 0.000000, 0.000000, 23.704792
06/28/16_11:14:23, 0.000000, 0.000000, 21.749759
06/28/16_11:14:25, 0.000000, 0.000000, 23.704792
06/28/16_11:14:27, 0.000000, 0.000000, -17.350936
06/28/16_11:14:28, 0.000000, 0.000000, -133.675476
06/28/16_11:14:30, 0.000000, 0.000000, -32.991195
06/28/16_11:14:31, 0.000000, 0.000000, 1.221895
06/28/16_11:14:33, 0.000000, 0.000000, 14.907146
06/28/16_11:14:34, 0.000000, 0.000000, 19.794727
06/28/16_11:14:36, 0.000000, 0.000000, 21.749759
06/28/16_11:14:38, 0.000000, 0.000000, 22.727275
06/28/16_11:14:39, 0.000000, 0.000000, 23.704792
06/28/16_11:14:41, 0.000000, 0.000000, -249.022491
06/28/16_11:14:42, 0.000000, 0.000000, -249.022491
06/28/16_11:14:44, 0.000000, 0.000000, -169.843612
06/28/16_11:14:46, 0.000000, 0.000000, -79.912017
06/28/16_11:14:47, 0.000000, 0.000000, -30.058647
06/28/16_11:14:49, 0.000000, 0.000000, -9.530783
06/28/16_11:14:50, 0.000000, 0.000000, 4.154444
06/28/16_11:14:52, 0.000000, 0.000000, 11.974574
06/28/16_11:14:54, 0.000000, 0.000000, 15.884662
06/28/16_11:14:55, 0.000000, 0.000000, 17.839694
06/28/16_11:14:57, 0.000000, 0.000000, 18.817211
06/28/16_11:14:58, 0.000000, 0.000000, 20.772243
06/28/16_11:15:00, 0.000000, 0.000000, 20.772243
06/28/16_11:15:02, 0.000000, 0.000000, 22.727275
06/28/16_11:15:03, 0.000000, 0.000000, 20.772243
06/28/16_11:15:05, 0.000000, 0.000000, 22.727275
06/28/16_11:15:06, 0.000000, 0.000000, 23.704792
06/28/16_11:15:08, 0.000000, 0.000000, 23.704792
06/28/16_11:15:10, 0.000000, 0.000000, 22.727275
06/28/16_11:15:11, 0.000000, 0.000000, 23.704792
06/28/16_11:15:13, 0.000000, 0.000000, 23.704792
06/28/16_11:15:15, 0.000000, 0.000000, 494.868041
06/28/16_11:15:16, 0.000000, 0.000000, 734.359741
06/28/16_11:15:18, 0.000000, 0.000000, 733.382263
06/28/16_11:15:19, 0.000000, 0.000000, 734.359741
06/28/16_11:15:21, 0.000000, 0.000000, 734.359741
06/28/16_11:15:22, 0.000000, 0.000000, 733.382263
06/28/16_11:15:24, 0.000000, 0.000000, 734.359741
06/28/16_11:15:25, 0.000000, 0.000000, 734.359741
06/28/16_11:15:27, 0.000000, 0.000000, 733.382263
06/28/16_11:15:29, 0.000000, 0.000000, 734.359741
06/28/16_11:15:30, 0.000000, 0.000000, 734.359741
06/28/16_11:15:32, 0.000000, 0.000000, 734.359741
06/28/16_11:15:33, 0.000000, 0.000000, 734.359741
06/28/16_11:15:35, 0.000000, 0.000000, 734.359741
06/28/16_11:15:36, 0.000000, 0.000000, 733.382263
06/28/16_11:15:38, 0.000000, 0.000000, 734.359741
06/28/16_11:15:40, 0.000000, 0.000000, 734.359741
06/28/16_11:15:41, 0.000000, 0.000000, 733.382263
06/28/16_11:15:43, 0.000000, 0.000000, 733.382263
06/28/16_11:15:44, 0.000000, 0.000000, 734.359741
06/28/16_11:15:46, 0.000000, 0.000000, 734.359741
06/28/16_11:15:47, 0.000000, 0.000000, 734.359741
06/28/16_11:15:49, 0.000000, 0.000000, 733.382263
06/28/16_11:15:50, 0.000000, 0.000000, 734.359741
06/28/16_11:15:52, 0.000000, 0.000000, 733.382263
06/28/16_11:15:54, 0.000000, 0.000000, 734.359741
06/28/16_11:15:55, 0.000000, 0.000000, 733.382263
06/28/16_11:15:57, 0.000000, 0.000000, 733.382263
06/28/16_11:15:58, 0.000000, 0.000000, 733.382263
06/28/16_11:16:00, 0.000000, 0.000000, 733.382263
06/28/16_11:16:02, 0.000000, 0.000000, 733.382263
06/28/16_11:16:03, 0.000000, 0.000000, 733.382263
06/28/16_11:16:05, 0.000000, 0.000000, 734.359741
06/28/16_11:16:06, 0.000000, 0.000000, 733.382263
06/28/16_11:16:08, 0.000000, 0.000000, 733.382263
06/28/16_11:16:10, 0.000000, 0.000000, 733.382263
06/28/16_11:16:11, 0.000000, 0.000000, 733.382263
06/28/16_11:16:13, 0.000000, 0.000000, 734.359741
06/28/16_11:16:14, 0.000000, 0.000000, 733.382263
06/28/16_11:16:16, 0.000000, 0.000000, 733.382263
06/28/16_11:16:18, 0.000000, 0.000000, 733.382263
06/28/16_11:16:19, 0.000000, 0.000000, 733.382263
06/28/16_11:16:21, 0.000000, 0.000000, 733.382263
06/28/16_11:16:22, 0.000000, 0.000000, 733.382263
06/28/16_11:16:24, 0.000000, 0.000000, 733.382263
06/28/16_11:16:26, 0.000000, 0.000000, 733.382263
06/28/16_11:16:27, 0.000000, 0.000000, 734.359741
06/28/16_11:16:29, 0.000000, 0.000000, 733.382263
06/28/16_11:16:30, 0.000000, 0.000000, 26.637340
06/28/16_11:16:32, 0.000000, 0.000000, 28.592372
06/28/16_11:16:33, 0.000000, 0.000000, 28.592372
06/28/16_11:16:35, 0.000000, 0.000000, 27.614856
06/28/16_11:16:37, 0.000000, 0.000000, 28.592372
06/28/16_11:16:38, 0.000000, 0.000000, 28.592372
06/28/16_11:16:40, 0.000000, 0.000000, 35.434986
06/28/16_11:16:41, 0.000000, 0.000000, 36.412502
06/28/16_11:16:43, 0.000000, 0.000000, 34.457469
06/28/16_11:16:44, 0.000000, 0.000000, 32.502437
06/28/16_11:16:46, 0.001312, 0.000000, 29.569889
06/28/16_11:16:47, 0.001125, 0.000000, 29.569889
06/28/16_11:16:49, 0.000375, 0.000937, 29.569889
06/28/16_11:16:51, 0.000188, 0.001125, 28.592372
06/28/16_11:16:52, 0.000000, 0.000188, 29.569889
06/28/16_11:16:54, 0.000000, 0.000000, 27.614856
06/28/16_11:16:56, 0.000000, 0.000000, 28.592372
06/28/16_11:16:57, 0.000000, 0.000000, 28.592372
06/28/16_11:16:59, 0.000000, 0.000000, 28.592372
06/28/16_11:17:00, 0.000000, 0.000000, 26.637340
06/28/16_11:17:02, 0.000000, 0.000000, 27.614856
06/28/16_11:17:03, 0.000000, 0.000000, 27.614856
06/28/16_11:17:05, 0.000000, 0.000000, 27.614856
06/28/16_11:17:07, 0.000000, 0.000000, 25.659824
06/28/16_11:17:08, 0.000000, 0.000000, 28.592372
06/28/16_11:17:10, 0.000000, 0.000000, 27.614856
06/28/16_11:17:11, 0.000000, 0.000000, 27.614856
06/28/16_11:17:13, 0.000000, 0.000000, 27.614856
06/28/16_11:17:14, 0.000000, 0.000000, 27.614856
06/28/16_11:17:16, 0.000000, 0.000000, 27.614856
06/28/16_11:17:20, 0.000000, 0.000000, 27.614856
06/28/16_11:17:21, 0.000000, 0.000000, 27.614856
06/28/16_11:17:23, 0.000000, 0.000000, 27.614856
06/28/16_11:17:26, 0.000000, 0.000000, 27.614856
06/28/16_11:17:28, 0.000000, 0.000000, 27.614856
06/28/16_11:17:29, 0.000000, 0.000000, 27.614856
06/28/16_11:17:32, 0.000000, 0.000000, 27.614856
06/28/16_11:17:35, 0.000000, 0.000000, 27.614856
06/28/16_11:17:36, 0.000000, 0.000000, 26.637340
06/28/16_11:17:38, 0.000000, 0.000000, 26.637340
06/28/16_11:17:33, 0.000000, 0.000000, 26.637340
06/28/16_11:17:35, 0.000000, 0.000000, 26.637340
06/28/16_11:17:36, 0.000000, 0.000000, 26.637340
06/28/16_11:17:40, 0.000000, 0.000000, 27.614856
06/28/16_11:17:41, 0.000000, 0.000000, 26.637340
06/28/16_11:17:43, 0.000000, 0.000000, 26.637340
06/28/16_11:17:44, 0.000000, 0.000000, 26.637340
06/28/16_11:17:46, 0.000000, 0.000000, 26.637340
06/28/16_11:17:47, 0.000000, 0.000000, 26.637340
06/28/16_11:17:49, 0.000000, 0.000000, 26.637340
06/28/16_11:17:51, 0.000000, 0.000000, 26.637340
06/28/16_11:17:52, 0.000000, 0.000000, 29.569889
06/28/16_11:17:54, 0.000000, 0.000000, 25.659824
06/28/16_11:17:55, 0.000000, 0.000000, 26.637340
06/28/16_11:17:57, 0.000000, 0.000000, 24.682308
06/28/16_11:17:59, 0.000000, 0.000000, 26.637340
06/28/16_11:18:01, 0.000000, 0.000000, 25.659824
06/28/16_11:18:02, 0.000000, 0.000000, 25.659824
06/28/16_11:18:04, 0.000000, 0.000000, 26.637340
06/28/16_11:18:05, 0.000000, 0.000000, 25.659824
06/28/16_11:18:07, 0.000000, 0.000000, 31.524921
06/28/16_11:18:08, 0.000000, 0.000000, 26.637340
06/28/16_11:18:10, 0.000000, 0.000000, 25.659824
06/28/16_11:18:11, 0.000000, 0.000000, 24.682308
06/28/16_11:18:13, 0.000000, 0.000000, 24.682308
06/28/16_11:18:14, 0.000000, 0.000000, 23.704792
06/28/16_11:18:16, 0.000000, 0.000000, 23.704792
06/28/16_11:18:18, 0.000000, 0.000000, 23.704792
06/28/16_11:18:19, 0.000000, 0.000000, 25.659824
06/28/16_11:18:21, 0.000000, 0.000000, 27.614856
06/28/16_11:18:22, 0.000000, 0.000000, 27.614856
06/28/16_11:18:24, 0.000000, 0.000000, 25.659824
06/28/16_11:18:25, 0.000000, 0.000000, 23.704792
06/28/16_11:18:27, 0.000000, 0.000000, 24.682308
06/28/16_11:18:28, 0.000000, 0.000000, 24.682308
06/28/16_11:18:30, 0.000000, 0.000000, 24.682308
06/28/16_11:18:31, 0.000000, 0.000000, 25.659824
06/28/16_11:18:33, 0.000000, 0.000000, 25.659824
06/28/16_11:18:34, 0.000000, 0.000000, 25.659824
06/28/16_11:18:36, 0.000000, 0.000000, 25.659824
06/28/16_11:18:38, 0.000000, 0.000000, 25.659824
06/28/16_11:18:39, 0.000000, 0.000000, 24.682308
06/28/16_11:18:41, 0.000000, 0.000000, 24.682308
06/28/16_11:18:42, 0.000000, 0.000000, 24.682308
06/28/16_11:18:44, 0.000000, 0.000000, 24.682308
06/28/16_11:18:45, 0.000000, 0.000000, 24.682308
06/28/16_11:18:47, 0.000000, 0.000000, 24.682308
06/28/16_11:18:48, 0.000000, 0.000000, 25.659824
06/28/16_11:18:50, 0.000000, 0.000000, 25.659824
06/28/16_11:18:51, 0.000000, 0.000000, 26.637340
06/28/16_11:18:53, 0.000000, 0.000000, 30.547405
06/28/16_11:18:54, 0.000000, 0.000000, 29.569889
06/28/16_11:18:56, 0.000000, 0.000000, 27.614856
06/28/16_11:18:57, 0.000000, 0.000000, 29.569889
06/28/16_11:18:59, 0.000000, 0.000000, 29.569889
06/28/16_11:19:00, 0.000000, 0.000000, 28.592372
06/28/16_11:19:02, 0.000000, 0.000000, 26.637340
06/28/16_11:19:03, 0.000000, 0.000000, 27.614856
06/28/16_11:19:05, 0.000000, 0.000000, 26.637340
06/28/16_11:19:06, 0.000000, 0.000000, 26.637340
06/28/16_11:19:07, 0.000000, 0.000000, 26.637340
06/28/16_11:19:09, 0.000000, 0.000000, 26.637340
06/28/16_11:19:10, 0.000000, 0.000000, 25.659824
06/28/16_11:19:12, 0.000000, 0.000000, 25.659824
06/28/16_11:19:13, 0.000000, 0.000000, 26.637340
06/28/16_11:19:15, 0.000188, 0.000188, 26.637340
06/28/16_11:19:17, 0.000000, 0.000188, 25.659824
06/28/16_11:19:18, 0.000000, 0.000188, 25.659824
06/28/16_11:19:20, 0.000000, 0.000000, 25.659824
06/28/16_11:19:21, 0.000000, 0.000000, 25.659824
06/28/16_11:19:23, 0.000000, 0.000000, 27.614856
06/28/16_11:19:24, 0.000000, 0.000000, 27.614856
06/28/16_11:19:26, 0.000000, 0.000000, 26.637340
06/28/16_11:19:27, 0.000000, 0.000000, 26.637340
06/28/16_11:19:29, 0.000000, 0.000000, 26.637340
06/28/16_11:19:30, 0.000000, 0.000000, 25.659824
06/28/16_11:19:32, 0.000000, 0.000000, 24.682308
06/28/16_11:19:33, 0.000000, 0.000188, 24.682308
06/28/16_11:19:35, 0.000000, 0.000188, 25.659824
06/28/16_11:19:36, 0.000000, 0.000375, 26.637340
06/28/16_11:19:38, 0.000000, 0.000375, 26.637340
06/28/16_11:19:40, 0.000000, 0.000375, 26.637340
06/28/16_11:19:41, 0.000000, 0.000188, 26.637340
06/28/16_11:19:43, 0.000000, 0.000000, 27.614856
06/28/16_11:19:44, 0.000000, 0.000188, 27.614856
06/28/16_11:19:46, 0.000000, 0.000188, 26.637340
06/28/16_11:19:47, 0.000000, 0.000000, 25.659824
06/28/16_11:19:48, 0.000000, 0.000000, 25.659824
06/28/16_11:19:50, 0.000000, 0.000000, 24.682308
06/28/16_11:19:52, 0.000000, 0.000000, 25.659824
06/28/16_11:19:53, 0.000000, 0.000000, 25.659824
06/28/16_11:19:54, 0.000000, 0.000000, 25.659824
06/28/16_11:19:56, 0.000000, 0.000000, 24.682308
06/28/16_11:19:58, 0.000000, 0.000000, 25.659824
06/28/16_11:19:59, -0.000188, 0.000000, 24.682308
06/28/16_11:20:01, 0.000000, 0.000000, 24.682308
06/28/16_11:20:02, 0.000000, 0.000000, 24.682308
06/28/16_11:20:04, 0.000000, 0.000188, 22.727275
06/28/16_11:20:05, 0.000000, 0.000188, 22.727275
06/28/16_11:20:07, 0.000000, 0.000188, 21.749759
06/28/16_11:20:08, 0.000000, 0.000188, 22.727275
06/28/16_11:20:10, 0.000000, 0.000188, 23.704792
06/28/16_11:20:11, 0.000000, 0.000000, 25.659824
06/28/16_11:20:13, 0.000000, 0.000000, 26.637340
06/28/16_11:20:14, 0.000000, 0.000000, 25.659824
06/28/16_11:20:16, 0.000000, 0.000000, 25.659824
06/28/16_11:20:17, 0.000000, 0.000000, 25.659824
06/28/16_11:20:19, 0.000000, 0.000188, 26.637340
06/28/16_11:20:20, 0.000000, 0.000375, 25.659824
06/28/16_11:20:22, 0.000000, 0.000188, 24.682308
06/28/16_11:20:23, 0.000000, 0.000188, 24.682308
06/28/16_11:20:25, 0.000000, 0.000188, 23.704792
06/28/16_11:20:26, 0.000000, 0.000000, 24.682308
06/28/16_11:20:28, 0.000000, 0.000000, 24.682308
06/28/16_11:20:29, 0.000000, 0.000000, 22.727275
06/28/16_11:20:31, 0.000000, 0.000000, 25.659824
06/28/16_11:20:32, 0.000000, 0.000000, 26.637340
06/28/16_11:20:34, 0.000000, 0.000000, 25.659824
06/28/16_11:20:35, 0.000000, 0.000000, 25.659824
