Time, HF1, HF2, TC1
06/27/16_11:10:09, 0.000000, 0.000000, 22.727275
06/27/16_11:10:10, 0.000000, 0.000000, 21.749759
06/27/16_11:10:12, 0.000000, 0.000000, 21.749759
06/27/16_11:10:14, 0.000000, 0.000000, 21.749759
06/27/16_11:10:15, 0.000000, 0.000000, 22.727275
06/27/16_11:10:17, 0.000000, 0.000000, 22.727275
06/27/16_11:10:18, 0.000000, 0.000000, 25.659824
06/27/16_11:10:20, 0.000000, 0.000000, 31.524921
06/27/16_11:10:21, 0.000000, 0.000000, 31.524921
06/27/16_11:10:23, 0.000000, 0.000000, 29.569889
06/27/16_11:10:24, 0.000000, 0.000000, 27.614856
06/27/16_11:10:26, 0.001125, 0.000000, 25.659824
06/27/16_11:10:27, 0.001312, 0.000000, 23.704792
06/27/16_11:10:29, 0.000375, 0.000000, 23.704792
06/27/16_11:10:30, 0.000188, 0.001125, 22.727275
06/27/16_11:10:32, 0.000000, 0.001125, 22.727275
06/27/16_11:10:33, 0.000000, 0.000750, 21.749759
06/27/16_11:10:35, 0.000000, 0.000188, 21.749759
06/27/16_11:10:36, 0.000000, 0.000000, 21.749759
06/27/16_11:10:38, 0.000000, 0.000000, 19.794727
06/27/16_11:10:40, 0.000000, 0.000000, 21.749759
06/27/16_11:10:41, 0.000000, 0.000000, 21.749759
06/27/16_11:10:43, 0.000000, 0.000000, 21.749759
06/27/16_11:10:45, 0.000000, 0.000000, 21.749759
06/27/16_11:10:46, 0.000000, 0.000000, 21.749759
06/27/16_11:10:48, 0.000000, 0.000000, 21.749759
06/27/16_11:10:49, 0.000000, 0.000000, 21.749759
06/27/16_11:10:51, 0.000000, 0.000000, 21.749759
06/27/16_11:10:52, 0.000000, 0.000000, 21.749759
06/27/16_11:10:54, 0.000000, 0.000000, 21.749759
06/27/16_11:10:55, 0.000000, 0.000000, 21.749759
06/27/16_11:10:57, 0.000000, 0.000000, 21.749759
06/27/16_11:10:58, 0.000000, 0.000000, 21.749759
06/27/16_11:11:00, 0.000000, 0.000000, 22.727275
06/27/16_11:11:01, 0.000000, 0.000000, 20.772243
06/27/16_11:11:03, 0.000000, 0.000000, 21.749759
06/27/16_11:11:04, 0.000000, 0.000000, 21.749759
06/27/16_11:11:06, 0.000000, 0.000000, 21.749759
06/27/16_11:11:08, 0.000000, 0.000000, 21.749759
06/27/16_11:11:09, 0.000000, 0.000000, 21.749759
06/27/16_11:11:11, 0.000000, 0.000000, 20.772243
06/27/16_11:11:12, 0.000000, 0.000000, 20.772243
06/27/16_11:11:13, 0.000000, 0.000000, 21.749759
06/27/16_11:11:15, 0.000000, 0.000000, 21.749759
06/27/16_11:11:16, 0.000000, 0.000000, 21.749759
06/27/16_11:11:18, 0.000000, 0.000000, 21.749759
06/27/16_11:11:19, 0.000000, 0.000000, 21.749759
06/27/16_11:11:21, 0.000000, 0.000000, 21.749759
06/27/16_11:11:23, 0.000000, 0.000000, 21.749759
06/27/16_11:11:24, 0.000000, -0.000375, 21.749759
06/27/16_11:11:26, 0.000000, -0.000188, 21.749759
06/27/16_11:11:27, 0.000000, 0.000000, 21.749759
06/27/16_11:11:30, 0.000000, 0.000000, 21.749759
06/27/16_11:11:32, 0.000000, 0.000000, 23.704792
06/27/16_11:11:33, 0.000000, 0.000000, 21.749759
06/27/16_11:11:35, 0.000000, 0.000000, 20.772243
06/27/16_11:11:37, 0.000000, 0.000000, 21.749759
06/27/16_11:11:39, 0.000000, 0.000000, 21.749759
06/27/16_11:11:40, 0.000000, 0.000000, 23.704792
06/27/16_11:11:42, 0.000000, 0.000000, 21.749759
06/27/16_11:11:45, 0.000000, 0.000000, 22.727275
06/27/16_11:11:48, 0.000000, 0.000000, 21.749759
06/27/16_11:11:50, 0.000000, 0.000000, 22.727275
06/27/16_11:11:52, 0.000000, 0.000000, 20.772243
06/27/16_11:11:44, 0.000000, 0.000000, 21.749759
06/27/16_11:11:46, 0.000000, 0.000000, 21.749759
06/27/16_11:11:48, 0.000000, 0.000000, 21.749759
06/27/16_11:11:50, 0.000000, 0.000000, 21.749759
06/27/16_11:11:51, 0.000000, 0.000000, 21.749759
06/27/16_11:11:53, 0.000000, 0.000000, 23.704792
06/27/16_11:11:55, 0.000000, 0.000000, 21.749759
06/27/16_11:11:56, 0.000000, 0.000000, 21.749759
06/27/16_11:11:58, 0.000000, 0.000000, 22.727275
06/27/16_11:11:59, 0.000000, 0.000000, 20.772243
06/27/16_11:12:01, 0.000000, 0.000000, 20.772243
06/27/16_11:12:02, 0.000188, 0.000000, 25.659824
06/27/16_11:12:04, 0.000562, 0.000188, 29.569889
06/27/16_11:12:05, 0.000562, 0.000188, 29.569889
06/27/16_11:12:07, 0.000562, 0.000188, 28.592372
06/27/16_11:12:08, 0.000562, 0.000188, 30.547405
06/27/16_11:12:10, 0.000562, 0.000000, 29.569889
06/27/16_11:12:11, 0.000375, 0.000188, 30.547405
06/27/16_11:12:13, 0.000562, 0.000188, 31.524921
06/27/16_11:12:14, 0.000375, 0.000000, 31.524921
06/27/16_11:12:16, 0.000375, 0.000188, 30.547405
06/27/16_11:12:18, 0.000188, 0.000188, 29.569889
06/27/16_11:12:19, 0.000188, 0.000188, 27.614856
06/27/16_11:12:21, 0.000375, 0.000188, 29.569889
06/27/16_11:12:22, 0.000188, 0.000188, 29.569889
06/27/16_11:12:24, 0.000375, 0.000188, 29.569889
06/27/16_11:12:25, 0.000375, 0.000188, 29.569889
06/27/16_11:12:27, 0.000375, 0.000188, 29.569889
06/27/16_11:12:29, 0.000188, 0.000188, 28.592372
06/27/16_11:12:30, 0.000188, 0.000188, 28.592372
06/27/16_11:12:32, 0.000000, 0.000000, 28.592372
06/27/16_11:12:33, 0.000000, 0.000188, 28.592372
06/27/16_11:12:35, 0.000000, 0.000000, 27.614856
06/27/16_11:12:36, 0.000000, 0.000000, 29.569889
06/27/16_11:12:38, 0.000188, 0.000000, 28.592372
06/27/16_11:12:39, 0.000000, 0.000000, 29.569889
06/27/16_11:12:41, 0.000000, 0.000000, 29.569889
06/27/16_11:12:43, 0.000000, 0.000188, 30.547405
06/27/16_11:12:44, 0.000000, 0.000000, 29.569889
06/27/16_11:12:46, 0.000000, 0.000188, 30.547405
06/27/16_11:12:47, 0.000000, 0.000188, 30.547405
06/27/16_11:12:49, 0.000000, 0.000000, 26.637340
06/27/16_11:12:50, 0.000000, 0.000000, 30.547405
06/27/16_11:12:52, 0.000000, 0.000000, 30.547405
06/27/16_11:12:53, 0.000000, 0.000000, 30.547405
06/27/16_11:12:55, 0.000000, 0.000000, 29.569889
06/27/16_11:12:57, 0.000000, 0.000188, 29.569889
06/27/16_11:12:58, 0.000000, 0.000000, 27.614856
06/27/16_11:13:00, 0.000000, 0.000000, 30.547405
06/27/16_11:13:01, 0.000000, 0.000000, 30.547405
06/27/16_11:13:03, 0.000000, 0.000000, 27.614856
06/27/16_11:13:04, 0.000000, 0.000000, 28.592372
06/27/16_11:13:06, 0.000000, 0.000000, 28.592372
06/27/16_11:13:07, 0.000000, 0.000000, 29.569889
06/27/16_11:13:09, 0.000000, 0.000000, 29.569889
06/27/16_11:13:10, 0.000000, 0.000000, 28.592372
06/27/16_11:13:12, 0.000000, 0.000000, 28.592372
06/27/16_11:13:13, 0.000000, 0.000000, 28.592372
06/27/16_11:13:15, 0.000000, 0.000000, 28.592372
06/27/16_11:13:16, 0.000000, 0.000000, 28.592372
06/27/16_11:13:18, 0.000000, 0.000000, 28.592372
06/27/16_11:13:20, 0.000000, 0.000188, 27.614856
06/27/16_11:13:21, 0.000000, 0.000000, 28.592372
06/27/16_11:13:23, 0.000000, 0.000000, 28.592372
06/27/16_11:13:24, 0.000000, 0.000000, 26.637340
06/27/16_11:13:26, 0.000000, 0.000000, 25.659824
06/27/16_11:13:27, 0.000000, 0.000000, 28.592372
06/27/16_11:13:29, 0.000000, 0.000000, 28.592372
06/27/16_11:13:30, 0.000000, 0.000000, 28.592372
06/27/16_11:13:32, 0.000000, 0.000000, 28.592372
06/27/16_11:13:33, 0.000000, 0.000000, 29.569889
