Time, HF1, HF2, TC1
06/29/16_11:05:47, 0.000000, 0.000000, 19.794727
06/29/16_11:05:48, 0.000000, 0.000000, 20.772243
06/29/16_11:05:50, 0.000000, 0.000000, 20.772243
06/29/16_11:05:51, 0.000000, 0.000000, 20.772243
06/29/16_11:05:52, 0.000000, 0.000000, 21.749759
06/29/16_11:05:54, 0.000000, 0.000000, 20.772243
06/29/16_11:05:56, 0.000000, 0.000000, 20.772243
06/29/16_11:05:57, 0.000000, 0.000000, 20.772243
06/29/16_11:05:59, 0.000000, 0.000000, 20.772243
06/29/16_11:06:00, 0.000000, 0.000000, 20.772243
06/29/16_11:06:02, 0.000000, 0.000000, 20.772243
06/29/16_11:06:03, 0.000000, 0.000000, 19.794727
06/29/16_11:06:05, 0.000000, 0.000000, 19.794727
06/29/16_11:06:06, 0.000000, 0.000000, 20.772243
06/29/16_11:06:08, 0.000000, 0.000000, 19.794727
06/29/16_11:06:09, 0.000000, 0.000000, 20.772243
06/29/16_11:06:11, 0.000000, 0.000000, 21.749759
06/29/16_11:06:12, 0.000000, 0.000000, 20.772243
06/29/16_11:06:14, 0.000000, 0.000000, 20.772243
06/29/16_11:06:15, 0.000000, 0.000000, 19.794727
06/29/16_11:06:17, 0.000000, 0.000000, 21.749759
06/29/16_11:06:18, 0.000000, 0.000000, 21.749759
06/29/16_11:06:20, 0.000000, 0.000000, 19.794727
06/29/16_11:06:21, 0.000000, 0.000000, 20.772243
06/29/16_11:06:23, 0.000000, 0.000000, 19.794727
06/29/16_11:06:24, 0.000000, 0.000000, 19.794727
06/29/16_11:06:26, 0.000000, 0.000000, 21.749759
06/29/16_11:06:27, 0.000000, 0.000000, 20.772243
06/29/16_11:06:29, 0.000000, 0.000000, 20.772243
06/29/16_11:06:30, 0.000000, 0.000000, 20.772243
06/29/16_11:06:32, 0.000000, 0.000000, 19.794727
06/29/16_11:06:33, 0.000000, 0.000000, 20.772243
06/29/16_11:06:35, 0.000000, 0.000000, 19.794727
06/29/16_11:06:36, 0.000000, 0.000000, 20.772243
06/29/16_11:06:38, 0.000000, 0.000000, 20.772243
06/29/16_11:06:39, 0.000000, 0.000000, 20.772243
06/29/16_11:06:41, 0.000000, 0.000000, 21.749759
06/29/16_11:06:42, 0.000000, 0.000000, 19.794727
06/29/16_11:06:44, 0.000000, 0.000000, 21.749759
06/29/16_11:06:45, 0.000000, 0.000000, 20.772243
06/29/16_11:06:47, 0.000000, 0.000000, 20.772243
06/29/16_11:06:48, 0.000000, 0.000000, 20.772243
06/29/16_11:06:50, 0.000000, 0.000000, 21.749759
06/29/16_11:06:51, 0.000000, 0.000000, 21.749759
06/29/16_11:06:53, 0.000000, 0.000000, 21.749759
06/29/16_11:06:54, 0.000000, 0.000000, 21.749759
06/29/16_11:06:56, 0.000000, 0.000000, 21.749759
06/29/16_11:06:57, 0.000000, 0.000000, 20.772243
06/29/16_11:06:59, 0.000000, 0.000000, 21.749759
06/29/16_11:07:00, 0.000000, 0.000000, 19.794727
06/29/16_11:07:02, 0.000000, 0.000000, 19.794727
06/29/16_11:07:03, 0.000000, 0.000000, 19.794727
06/29/16_11:07:05, 0.000000, 0.000000, 20.772243
06/29/16_11:07:06, 0.000000, 0.000000, 19.794727
06/29/16_11:07:08, 0.000000, 0.000000, 19.794727
06/29/16_11:07:09, 0.000000, 0.000000, 19.794727
06/29/16_11:07:11, 0.000000, 0.000000, 18.817211
06/29/16_11:07:12, 0.000000, 0.000000, 19.794727
06/29/16_11:07:14, 0.000000, 0.000000, 18.817211
06/29/16_11:07:15, 0.000000, 0.000000, 19.794727
06/29/16_11:07:17, 0.000000, 0.000000, 20.772243
06/29/16_11:07:18, 0.000000, 0.000000, 21.749759
06/29/16_11:07:20, 0.000000, 0.000000, 20.772243
06/29/16_11:07:21, 0.000000, 0.000000, 20.772243
06/29/16_11:07:23, 0.000000, 0.000000, 20.772243
06/29/16_11:07:24, 0.000000, 0.000000, 22.727275
06/29/16_11:07:26, 0.000000, 0.000000, 21.749759
06/29/16_11:07:27, 0.000000, 0.000000, 20.772243
06/29/16_11:07:29, 0.000000, 0.000000, 20.772243
06/29/16_11:07:30, 0.000000, 0.000000, 20.772243
06/29/16_11:07:32, 0.000000, 0.000000, 20.772243
06/29/16_11:07:33, 0.000000, 0.000000, 20.772243
06/29/16_11:07:35, 0.000000, 0.000000, 20.772243
06/29/16_11:07:37, 0.000000, 0.000000, 20.772243
06/29/16_11:07:38, 0.000000, 0.000000, 20.772243
06/29/16_11:07:40, 0.000000, 0.000000, 19.794727
06/29/16_11:07:41, 0.000000, 0.000000, 20.772243
06/29/16_11:07:43, 0.000000, 0.000000, 20.772243
06/29/16_11:07:44, 0.000000, 0.000000, 20.772243
06/29/16_11:07:46, 0.000000, 0.000000, 20.772243
06/29/16_11:07:47, 0.000000, 0.000000, 20.772243
06/29/16_11:07:49, 0.000000, 0.000000, 19.794727
06/29/16_11:07:50, 0.000000, 0.000000, 20.772243
06/29/16_11:07:52, 0.000000, 0.000000, 20.772243
06/29/16_11:07:53, 0.000000, 0.000000, 19.794727
06/29/16_11:07:55, 0.000000, 0.000000, 19.794727
06/29/16_11:07:56, 0.000000, 0.000000, 19.794727
06/29/16_11:07:57, 0.000000, 0.000000, 19.794727
06/29/16_11:07:59, 0.000000, 0.000000, 19.794727
06/29/16_11:08:01, 0.000000, 0.000000, 19.794727
06/29/16_11:08:02, 0.000188, 0.000000, 19.794727
06/29/16_11:08:04, 0.000000, 0.000000, 19.794727
06/29/16_11:08:05, 0.000000, 0.000000, 18.817211
06/29/16_11:08:07, 0.000000, 0.000000, 20.772243
06/29/16_11:08:08, 0.000000, 0.000000, 20.772243
06/29/16_11:08:10, 0.000000, 0.000000, 20.772243
06/29/16_11:08:12, 0.000000, 0.000188, 20.772243
06/29/16_11:08:13, 0.000000, 0.000000, 20.772243
06/29/16_11:08:15, 0.000000, 0.000000, 20.772243
06/29/16_11:08:16, 0.000000, 0.000000, 20.772243
06/29/16_11:08:18, 0.000000, 0.000000, 20.772243
06/29/16_11:08:19, 0.000000, 0.000000, 19.794727
06/29/16_11:08:21, 0.000000, 0.000000, 19.794727
06/29/16_11:08:22, 0.000000, 0.000000, 19.794727
06/29/16_11:08:24, 0.000000, 0.000000, 21.749759
06/29/16_11:08:25, 0.000000, 0.000000, 20.772243
06/29/16_11:08:27, 0.000000, 0.000000, 20.772243
06/29/16_11:08:28, 0.000000, 0.000000, 21.749759
06/29/16_11:08:30, 0.000000, 0.000000, 21.749759
06/29/16_11:08:31, 0.000000, 0.000000, 21.749759
06/29/16_11:08:33, 0.000000, 0.000000, 19.794727
06/29/16_11:08:34, 0.000000, 0.000000, 19.794727
06/29/16_11:08:35, 0.000000, 0.000000, 19.794727
06/29/16_11:08:37, 0.000000, 0.000000, 20.772243
