Time, HF1, HF2, TC1
06/28/16_09:36:50, 0.000000, 0.000000, 19.794727
06/28/16_09:36:51, 0.000000, 0.000000, 19.794727
06/28/16_09:36:53, 0.000000, 0.000000, 20.772243
06/28/16_09:36:54, 0.000000, 0.000000, 20.772243
06/29/16_11:05:33, 0.000000, 0.000000, 19.794727
06/29/16_11:05:34, 0.000000, 0.000000, 19.794727
06/29/16_11:05:36, 0.000000, 0.000000, 19.794727
06/29/16_11:05:37, 0.000000, 0.000000, 19.794727
06/29/16_11:05:39, 0.000000, 0.000000, 19.794727
06/29/16_11:05:40, 0.000000, 0.000000, 19.794727
06/29/16_11:05:42, 0.000000, 0.000000, 20.772243
06/29/16_11:05:43, 0.000000, 0.000000, 20.772243
06/29/16_11:05:45, 0.000000, 0.000000, 20.772243
06/29/16_11:05:46, 0.000000, 0.000000, 21.749759
06/29/16_11:05:48, 0.000000, 0.000000, 21.749759
06/29/16_11:05:49, 0.000000, 0.000000, 20.772243
06/29/16_11:05:51, 0.000000, 0.000000, 21.749759
06/29/16_11:05:52, 0.000000, 0.000000, 21.749759
06/29/16_11:05:54, 0.000000, 0.000000, 21.749759
06/29/16_11:05:55, 0.000000, 0.000000, 21.749759
06/29/16_11:05:56, 0.000000, 0.000000, 21.749759
06/29/16_11:05:58, 0.000000, 0.000000, 21.749759
06/29/16_11:05:59, 0.000000, 0.000000, 21.749759
06/29/16_11:06:01, 0.000000, 0.000000, 21.749759
06/29/16_11:06:02, 0.000000, 0.000000, 21.749759
06/29/16_11:06:04, 0.000000, 0.000000, 21.749759
06/29/16_11:06:05, 0.000000, 0.000000, 22.727275
06/29/16_11:06:07, 0.000000, 0.000000, 22.727275
06/29/16_11:06:09, 0.000000, 0.000000, 22.727275
06/29/16_11:06:10, 0.000000, 0.000000, 22.727275
06/29/16_11:06:11, 0.000000, 0.000000, 23.704792
06/29/16_11:06:13, 0.000000, 0.000000, 23.704792
06/29/16_11:06:14, 0.000000, 0.000000, 23.704792
06/29/16_11:06:16, 0.000000, 0.000000, 23.704792
