Time, HF1, HF2, TC1
06/28/16_14:07:25, 0.000000, 0.000000, 24.682308
06/28/16_14:07:27, 0.000000, 0.000000, 24.682308
06/28/16_14:07:28, 0.000000, 0.000000, 24.682308
06/28/16_14:07:30, 0.000000, 0.000000, 24.682308
06/28/16_14:07:31, 0.000000, 0.000000, 24.682308
06/28/16_14:07:33, 0.000000, 0.000000, 24.682308
06/28/16_14:07:34, 0.000000, 0.000000, 24.682308
06/28/16_14:07:36, 0.000188, 0.000000, 29.569889
06/28/16_14:07:38, 0.000000, 0.000000, 29.569889
06/28/16_14:07:39, 0.000562, 0.000000, 27.614856
06/28/16_14:07:41, 0.000562, 0.000000, 28.592372
06/28/16_14:07:43, 0.000750, 0.000000, 26.637340
06/28/16_14:07:44, 0.000375, 0.000000, 25.659824
06/28/16_14:07:46, 0.000000, 0.000937, 25.659824
06/28/16_14:07:48, 0.000000, 0.000750, 25.659824
06/28/16_14:07:49, 0.000000, 0.000000, 24.682308
06/28/16_14:07:51, 0.000000, 0.000000, 25.659824
06/28/16_14:07:52, 0.000000, 0.000000, 23.704792
06/28/16_14:07:54, 0.000000, 0.000000, 22.727275
06/28/16_14:07:55, 0.000000, 0.000000, 23.704792
06/28/16_14:07:57, 0.000000, 0.000000, 24.682308
06/28/16_14:07:58, 0.000000, 0.000000, 23.704792
06/28/16_14:08:00, 0.000000, 0.000000, 23.704792
06/28/16_14:08:01, 0.000000, 0.000000, 23.704792
06/28/16_14:08:03, 0.000000, 0.000000, 23.704792
06/28/16_14:08:04, 0.000000, 0.000000, 23.704792
06/28/16_14:08:06, 0.000000, 0.000000, 24.682308
06/28/16_14:08:07, 0.000000, 0.000000, 24.682308
06/28/16_14:08:08, 0.000000, 0.000000, 24.682308
06/28/16_14:08:10, 0.000000, 0.000000, 24.682308
06/28/16_14:08:11, 0.000000, 0.000000, 24.682308
06/28/16_14:08:13, 0.000000, 0.000000, 25.659824
06/28/16_14:08:15, 0.000000, 0.000000, 24.682308
06/28/16_14:08:16, 0.000000, 0.000000, 24.682308
06/28/16_14:08:18, 0.000000, 0.000000, 24.682308
06/28/16_14:08:19, 0.000000, 0.000000, 24.682308
06/28/16_14:08:21, 0.000000, 0.000000, 23.704792
06/28/16_14:08:22, 0.000000, 0.000000, 22.727275
06/28/16_14:08:24, 0.000000, 0.000000, 24.682308
06/28/16_14:08:25, 0.000000, 0.000000, 25.659824
06/28/16_14:08:26, 0.000000, 0.000000, 24.682308
06/28/16_14:08:28, 0.000000, 0.000000, 24.682308
06/28/16_14:08:29, 0.000000, 0.000000, 25.659824
06/28/16_14:08:31, 0.000000, 0.000000, 24.682308
06/28/16_14:08:32, 0.000000, 0.000000, 22.727275
06/28/16_14:08:34, 0.000000, 0.000000, 24.682308
06/28/16_14:08:35, 0.000000, 0.000000, 24.682308
06/28/16_14:08:37, 0.000000, 0.000000, 24.682308
06/28/16_14:08:38, 0.000188, 0.000000, 24.682308
06/28/16_14:08:40, 0.000000, 0.000000, 22.727275
06/28/16_14:08:42, 0.000000, 0.000000, 23.704792
06/28/16_14:08:43, 0.000000, 0.000000, 24.682308
06/28/16_14:08:44, 0.000000, 0.000000, 22.727275
06/28/16_14:08:46, 0.000000, 0.000000, 24.682308
06/28/16_14:08:47, 0.000000, 0.000000, 24.682308
06/28/16_14:08:49, 0.000000, 0.000000, 24.682308
06/28/16_14:08:50, 0.000000, 0.000000, 25.659824
06/28/16_14:08:52, 0.000000, 0.000000, 24.682308
06/28/16_14:08:54, 0.000000, 0.000000, 24.682308
06/28/16_14:08:55, 0.000000, 0.000000, 24.682308
06/28/16_14:08:57, 0.000000, 0.000000, 24.682308
06/28/16_14:08:58, 0.000000, 0.000000, 24.682308
06/28/16_14:08:59, 0.000000, 0.000000, 22.727275
06/28/16_14:09:01, 0.000000, 0.000000, 23.704792
06/28/16_14:09:02, 0.000000, 0.000000, 22.727275
06/28/16_14:09:04, 0.000000, 0.000000, 22.727275
06/28/16_14:09:05, 0.000000, 0.000000, 22.727275
06/28/16_14:09:07, 0.000000, 0.000000, 22.727275
06/28/16_14:09:08, 0.000000, 0.000000, 21.749759
06/28/16_14:09:10, 0.000000, 0.000000, 23.704792
06/28/16_14:09:11, 0.000000, 0.000000, 26.637340
06/28/16_14:09:13, 0.000000, 0.000000, 28.592372
06/28/16_14:09:14, 0.000000, 0.000000, 26.637340
06/28/16_14:09:16, 0.000000, 0.000000, 27.614856
06/28/16_14:09:17, 0.000000, 0.000000, 26.637340
06/28/16_14:09:19, 0.000000, 0.000000, 25.659824
06/28/16_14:09:20, 0.000000, 0.000000, 24.682308
06/28/16_14:09:22, 0.000000, 0.000000, 24.682308
06/28/16_14:09:23, 0.000000, 0.000000, 22.727275
06/28/16_14:09:25, 0.000000, 0.000000, 24.682308
06/28/16_14:09:26, 0.000000, 0.000000, 24.682308
06/28/16_14:09:28, 0.000000, 0.000000, 24.682308
06/28/16_14:09:29, 0.000000, 0.000000, 24.682308
06/28/16_14:09:31, 0.000000, 0.000000, 24.682308
06/28/16_14:09:32, 0.000000, 0.000000, 24.682308
06/28/16_14:09:34, 0.000000, 0.000000, 24.682308
06/28/16_14:09:35, 0.000000, 0.000000, 24.682308
06/28/16_14:09:37, 0.000000, 0.000000, 24.682308
06/28/16_14:09:38, 0.000000, 0.000000, 24.682308
06/28/16_14:09:40, 0.000000, 0.000000, 22.727275
06/28/16_14:09:41, 0.000000, 0.000000, 24.682308
06/28/16_14:09:43, 0.000000, 0.000000, 24.682308
06/28/16_14:09:44, 0.000000, 0.000000, 24.682308
06/28/16_14:09:46, 0.000000, 0.000000, 24.682308
06/28/16_14:09:47, 0.000000, 0.000000, 24.682308
06/28/16_14:09:49, 0.000000, 0.000000, 24.682308
06/28/16_14:09:50, 0.000000, 0.000000, 25.659824
06/28/16_14:09:52, 0.000000, 0.000000, 24.682308
06/28/16_14:09:54, 0.000000, 0.000000, 24.682308
06/28/16_14:09:55, 0.000000, 0.000000, 26.637340
06/28/16_14:09:56, 0.000000, 0.000000, 23.704792
06/28/16_14:09:58, 0.000000, 0.000000, 25.659824
06/28/16_14:09:59, 0.000000, 0.000000, 25.659824
06/28/16_14:10:01, 0.000000, 0.000000, 24.682308
06/28/16_14:10:03, 0.000000, 0.000000, 24.682308
06/28/16_14:10:04, 0.000000, 0.000000, 24.682308
06/28/16_14:10:05, 0.000000, 0.000000, 24.682308
06/28/16_14:10:07, 0.000000, 0.000000, 24.682308
06/28/16_14:10:08, 0.000000, 0.000000, 24.682308
06/28/16_14:10:10, 0.000000, 0.000000, 24.682308
06/28/16_14:10:12, 0.000000, 0.000000, 24.682308
06/28/16_14:10:13, 0.000000, 0.000000, 24.682308
06/28/16_14:10:14, 0.000000, 0.000000, 24.682308
06/28/16_14:10:16, 0.000000, 0.000000, 25.659824
06/28/16_14:10:18, 0.000000, 0.000000, 23.704792
06/28/16_14:10:19, 0.000000, 0.000000, 24.682308
06/28/16_14:10:21, 0.000000, 0.000000, 25.659824
06/28/16_14:10:22, 0.000000, 0.000000, 24.682308
06/28/16_14:10:24, 0.000000, 0.000000, 24.682308
06/28/16_14:10:25, 0.000000, 0.000000, 24.682308
06/28/16_14:10:27, 0.000000, 0.000000, 23.704792
06/28/16_14:10:28, -0.000188, 0.000000, 22.727275
06/28/16_14:10:29, 0.000000, 0.000000, 23.704792
